Automatic_MS_filename	Batch	Code	Daisy_chain	Date	Instrument	Replicate	Cell_line	Cancer_type	Tissue_type	SIDM	growth_properties	MSI_status	methylation_data	expression_data	cnv_data	crispr_ko_data	fusion_data	drug_data	cancer_type_detail	sample_site	gender	ethnicity	smoking_status	BROAD_ID	COSMIC_ID	CCLE_ID
190129_2638_004qz_008ne_m04_s_1	P03	2638	No	29/1/19	M04	2	Daudi	Burkitt's Lymphoma	Haematopoietic and Lymphoid	SIDM00845	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Epstein-Barr Virus-Related Burkitt s Lymphoma	Peripheral Blood	Male	Black	Unknown	ACH-000786	906831	DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190129_8732_004r0_008nf_m04_s_1	P03	8732	No	29/1/19	M04	2	PA-TU-8988T	Pancreatic Carcinoma	Pancreas	SIDM00453	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Pancreatic Adenocarcinoma	Liver	Female	Unknown	Unknown	ACH-000023	1240201	PATU8988T_PANCREAS
190129_6650_004r1_008ng_m04_s_1	P03	6650	No	29/1/19	M04	2	SiHa	Cervical Carcinoma	Cervix	SIDM01093	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma	Cervix	Female	Unknown	Unknown	ACH-000556	930297	SIHA_CERVIX
190129_7929_004r2_008nh_m04_s_1	P03	7929	No	29/1/19	M04	2	NCI-H2591	Mesothelioma	Lung	SIDM00101	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Pleural Epithelioid Mesothelioma	Unknown	Unknown	Unknown	Unknown	ACH-002126	1240131	H2591_PLEURA
190129_7269_004r3_008ni_m04_s_1	P03	7269	No	29/1/19	M04	2	COLO-678	Colorectal Carcinoma	Large Intestine	SIDM00957	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Colon Carcinoma	Lymph node	Male	Unknown	Unknown	ACH-000350	910689	COLO678_LARGE_INTESTINE
190129_8735_004r4_008nj_m04_s_1	P03	8735	No	29/1/19	M04	2	BE2-M17	Neuroblastoma	Peripheral Nervous System	SIDM01229	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Neuroblastoma	Bone marrow	Male	Unknown	Unknown	ACH-002217	753616	BE2M17_AUTONOMIC_GANGLIA
190129_6836_004r5_008nk_m04_s_1	P03	6836	No	29/1/19	M04	2	DiFi	Colorectal Carcinoma	Large Intestine	SIDM00049	Unknown	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Colorectal Carcinoma	Ascites	Female	Unknown	Unknown	ACH-002233	1789883	DIFI_LARGE_INTESTINE
190129_7330_004r7_008nn_m04_s_1	P03	7330	No	29/1/19	M04	3	BALL-1	B-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00287	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Childhood Precursor B Lymphoblastic Leukemia	Unknown	Male	Unknown	Unknown	ACH-002211	910705	BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190129_8919_004r8_008no_m04_s_1	P03	8919	No	29/1/19	M04	3	KMOE-2	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM01019	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Erythroleukemia	Peripheral Blood	Female	Unknown	Unknown	ACH-002258	907280	KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190129_3253_004r9_008np_m04_s_1	P03	3253	No	29/1/19	M04	3	NB(TU)1-10	Neuroblastoma	Peripheral Nervous System	SIDM00579	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Neuroblastoma	Abdominal Mass	Female	East Asian	Unknown	ACH-002277	1240181	NBTU110_AUTONOMIC_GANGLIA
190129_6579_004ra_008nq_m04_s_1	P03	6579	No	29/1/19	M04	3	DU-4475	Breast Carcinoma	Breast	SIDM01001	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Breast Carcinoma	Unknown	Female	Unknown	Unknown	ACH-000258	906844	DU4475_BREAST
190129_2446_004rb_008nr_m04_s_1	P03	2446	No	29/1/19	M04	3	42-MG-BA	Glioblastoma	Central Nervous System	SIDM00982	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Glioblastoma	Temporal Lobe	Male	Unknown	Unknown	ACH-000323	687561	42MGBA_CENTRAL_NERVOUS_SYSTEM
190129_3475_004rc_008ns_m04_s_1	P03	3475	No	29/1/19	M04	3	P32-ISH	Burkitt's Lymphoma	Haematopoietic and Lymphoid	SIDM00362	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Burkitt's Lymphoma	Peripheral blood	Male	East Asian	Unknown	ACH-002293	1330987	P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190129_8920_004rd_008nt_m04_s_1	P03	8920	No	29/1/19	M04	3	DMS-273	Small Cell Lung Carcinoma	Lung	SIDM00522	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Small Cell Lung Carcinoma	Pleural effusion	Female	Unknown	Unknown	ACH-000749	687985	DMS273_LUNG
190129_7149_004re_008nu_m04_s_1	P03	7149	No	29/1/19	M04	3	IMR-5	Neuroblastoma	Peripheral Nervous System	SIDM01206	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Neuroblastoma	Abdominal Mass	Male	White	Unknown	ACH-002248	907170	IMR5_AUTONOMIC_GANGLIA
190129_6289_004rf_008nv_m04_s_1	P03	6289	No	29/1/19	M04	3	HuO-3N1	Osteosarcoma	Bone	SIDM00584	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Osteosarcoma	Ilium	Female	Unknown	Unknown	ACH-002142	909977	HUO3N1_BONE
190129_8737_004rg_008nw_m04_s_1	P03	8737	No	29/1/19	M04	3	H9	T-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM01251	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Mycosis Fungoides and Sezary Syndrome	Unknown	Male	White	Unknown	ACH-002240	907043	H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190129_2997_004rh_008nx_m04_s_1	P03	2997	No	29/1/19	M04	3	JiyoyeP-2003	Burkitt's Lymphoma	Haematopoietic and Lymphoid	SIDM00808	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	Epstein-Barr Virus-Related Burkitt s Lymphoma	Ascites	Male	Black	Unknown	ACH-002252	907268	JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190129_3137_004ri_008ny_m04_s_1	P03	3137	No	29/1/19	M04	3	MC-CAR	Non-Cancerous	Haematopoietic and Lymphoid	SIDM00636	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Non-Cancerous	Peripheral Blood	Male	White	Unknown	ACH-002270	683665	MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190129_3067_004rj_008nz_m04_s_1	P03	3067	No	29/1/19	M04	3	ASH-3	Thyroid Gland Carcinoma	Thyroid	SIDM00491	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Anaplastic Thyroid Carcinoma	Neck	Female	East Asian	Unknown	ACH-001443	1290722	ASH3_THYROID
190129_2277_004rk_008o0_m04_s_1	P03	2277	No	29/1/19	M04	3	WM278	Melanoma	Skin	SIDM00975	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Melanoma	Unknown	Unknown	Unknown	Unknown	ACH-002206	1240226	WM278_SKIN
190129_8649_004rl_008o1_m04_s_1	P03	8649	No	29/1/19	M04	3	PANC-08-13	Pancreatic Carcinoma	Pancreas	SIDM01136	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Pancreatic Ductal Adenocarcinoma	Pancreas	Male	White	Unknown	ACH-000417	925347	PANC0813_PANCREAS
190130_8940_004tg_008o5_m06_s_1	P03	8940	No	30/1/19	M06	1	23132-87	Gastric Carcinoma	Stomach	SIDM00980	Adherent	MSI	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Gastric Adenocarcinoma	Unknown	Male	Unknown	Unknown	ACH-000948	910924	2313287_STOMACH
190130_2032_004th_008o6_m06_s_1	P03	2032	No	30/1/19	M06	1	RERF-LC-Sq1	Squamous Cell Lung Carcinoma	Lung	SIDM00354	Unknown	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Squamous Cell Lung Carcinoma	Lung	Female	East Asian	Unknown	ACH-000442	1298538	RERFLCSQ1_LUNG
190130_2076_004ti_008o7_m06_s_1	P03	2076	No	30/1/19	M06	1	SCC90	Head and Neck Carcinoma	Head and Neck	SIDM00399	Adherent		FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	Head and Neck Squamous Cell Carcinoma	Tongue	Male	White	Unknown	ACH-002315	1299052	SCC90_UPPER_AERODIGESTIVE_TRACT
190130_7630_004tj_008o8_m06_s_1	P03	7630	No	30/1/19	M06	1	B-CPAP	Thyroid Gland Carcinoma	Thyroid	SIDM00992	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Papillary Thyroid Carcinoma	Unknown	Female	Unknown	Unknown	ACH-000456	924104	BCPAP_THYROID
190130_2729_004tk_008o9_m06_s_1	P03	2729	No	30/1/19	M06	1	NCI-H2722	Mesothelioma	Lung	SIDM00099	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Malignant Pleural Mesothelioma	Unknown	Unknown	Unknown	Unknown	ACH-002128	1290812	H2722_PLEURA
190130_2182_004tm_008ob_m06_s_1	P03	2182	No	30/1/19	M06	1	SW756	Cervical Carcinoma	Cervix	SIDM01174	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma	Unknown	Female	White	Unknown	ACH-001402	724839	SW756_CERVIX
190130_6611_004tn_008oc_m06_s_1	P03	6611	No	30/1/19	M06	1	NCI-H513	Other Solid Carcinomas	Lung	SIDM00114	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Adenosquamous Lung Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002335	1240141	NCIH513_PLEURA
190130_7371_004to_008od_m06_s_1	P03	7371	No	30/1/19	M06	1	EW-13	Ewing's Sarcoma	Bone	SIDM00621	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Ewing's Sarcoma	Unknown	Unknown	Unknown	Unknown	ACH-002113	949166	EW13_BONE
190130_3418_004tp_008oe_m06_s_1	P03	3418	No	30/1/19	M06	1	NEC8	Other Solid Carcinomas	Testis	SIDM00243	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Testicular Embryonal Carcinoma	Unknown	Male	East Asian	Unknown	ACH-002288	910942	NEC8_TESTIS
190130_2278_004tq_008of_m06_s_1	P03	2278	No	30/1/19	M06	1	WM35	Melanoma	Skin	SIDM00974	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Melanoma	Unknown	Unknown	Unknown	Unknown	ACH-002207	1299080	WM35_SKIN
190130_8670_004tr_008og_m06_s_1	P03	8670	No	30/1/19	M06	1	SAT	Head and Neck Carcinoma	Head and Neck	SIDM00350	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Head and Neck Squamous Cell Carcinoma	Oral cavity	Unknown	East Asian	Unknown	ACH-001641	1299050	SAT_UPPER_AERODIGESTIVE_TRACT
190130_7773_004ts_008oh_m06_s_1	P03	7773	No	30/1/19	M06	1	NCI-H2369	Mesothelioma	Lung	SIDM00104	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Malignant Pleural Mesothelioma	Unknown	Unknown	Unknown	Unknown		1290808	
190130_2133_004tt_008oi_m06_s_1	P03	2133	No	30/1/19	M06	1	SNU-182	Hepatocellular Carcinoma	Liver	SIDM01151	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Hepatocellular Carcinoma	Liver	Male	East Asian	Unknown	ACH-000483	1240216	SNU182_LIVER
190130_7010_004tu_008oj_m06_s_1	P03	7010	No	30/1/19	M06	1	A253	Head and Neck Carcinoma	Head and Neck	SIDM00796	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Salivary Gland Squamous Cell Carcinoma	Submaxillary salivary gland	Male	White	Unknown	ACH-000740	906794	A253_SALIVARY_GLAND
190131_6690_004rn_008oy_m04_s_1	P03	6690	No	31/1/19	M04	3	MOLT-13	T-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00433	Suspension	MSI	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	Childhood T Acute Lymphoblastic Leukemia	Bone marrow	Female	Unknown	Unknown	ACH-000795	908146	MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190131_8751_004ro_008oz_m04_s_1	P03	8751	No	31/1/19	M04	3	CTV-1	T-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00951	Suspension	MSI	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Adult Precursor T Lymphoblastic Leukemia	Peripheral blood	Unknown	Unknown	Unknown	ACH-002222	753548	CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190131_4139_004rp_008p0_m04_s_1	P03	4139	No	31/1/19	M04	2	NCI-H1417	Small Cell Lung Carcinoma	Lung	SIDM00642	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Small Cell Lung Carcinoma	Lung	Female	White	Unknown	ACH-001591	688001	NCIH1417_LUNG
190131_8917_004rq_008p1_m04_s_1	P03	8917	No	31/1/19	M04	3	COR-L23	Non-Small Cell Lung Carcinoma	Lung	SIDM00512	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Large Cell Lung Carcinoma	Pleural effusion	Male	White	Unknown	ACH-000662	687780	CORL23_LUNG
190131_7736_004rr_008p2_m04_s_1	P03	7736	No	31/1/19	M04	3	HEC-1	Endometrial Carcinoma	Endometrium	SIDM00596	Adherent	MSI	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Endometrial Adenocarcinoma	Endometrium	Female	East Asian	Unknown	ACH-001517	907051	HEC1_ENDOMETRIUM
190131_3473_004rs_008p3_m04_s_1	P03	3473	No	31/1/19	M04	3	P30-OHK	B-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00364	Unknown	MSI	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Childhood Precursor B Lymphoblastic Leukemia	Unknown	Female	East Asian	Unknown	ACH-002059	909252	P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190131_2227_004rt_008p4_m04_s_1	P03	2227	No	31/1/19	M04	3	TUR	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM01205	Suspension	MSI	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Adult Acute Differentiated Monocytic Leukemia	Unknown	Male	White	Unknown	ACH-002314	909773	TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190131_3005_004ru_008p5_m04_s_1	P03	3005	No	31/1/19	M04	3	JURL-MK1	Chronic Myelogenous Leukemia	Haematopoietic and Lymphoid	SIDM01015	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Chronic Myelogenous Leukemia	Peripheral Blood	Male	Unknown	Unknown	ACH-000326	1327771	JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190131_2638_004rv_008p6_m04_s_1	P03	2638	No	31/1/19	M04	3	Daudi	Burkitt's Lymphoma	Haematopoietic and Lymphoid	SIDM00845	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Epstein-Barr Virus-Related Burkitt s Lymphoma	Peripheral Blood	Male	Black	Unknown	ACH-000786	906831	DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190131_8732_004rw_008p7_m04_s_1	P03	8732	No	31/1/19	M04	3	PA-TU-8988T	Pancreatic Carcinoma	Pancreas	SIDM00453	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Pancreatic Adenocarcinoma	Liver	Female	Unknown	Unknown	ACH-000023	1240201	PATU8988T_PANCREAS
190131_6650_004rx_008p8_m04_s_1	P03	6650	No	31/1/19	M04	3	SiHa	Cervical Carcinoma	Cervix	SIDM01093	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma	Cervix	Female	Unknown	Unknown	ACH-000556	930297	SIHA_CERVIX
190131_7929_004ry_008p9_m04_s_1	P03	7929	No	31/1/19	M04	3	NCI-H2591	Mesothelioma	Lung	SIDM00101	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Pleural Epithelioid Mesothelioma	Unknown	Unknown	Unknown	Unknown	ACH-002126	1240131	H2591_PLEURA
190131_7269_004rz_008pa_m04_s_1	P03	7269	No	31/1/19	M04	3	COLO-678	Colorectal Carcinoma	Large Intestine	SIDM00957	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Colon Carcinoma	Lymph node	Male	Unknown	Unknown	ACH-000350	910689	COLO678_LARGE_INTESTINE
190131_8735_004s0_008pb_m04_s_1	P03	8735	No	31/1/19	M04	3	BE2-M17	Neuroblastoma	Peripheral Nervous System	SIDM01229	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Neuroblastoma	Bone marrow	Male	Unknown	Unknown	ACH-002217	753616	BE2M17_AUTONOMIC_GANGLIA
190131_6836_004s1_008pc_m04_s_1	P03	6836	No	31/1/19	M04	3	DiFi	Colorectal Carcinoma	Large Intestine	SIDM00049	Unknown	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Colorectal Carcinoma	Ascites	Female	Unknown	Unknown	ACH-002233	1789883	DIFI_LARGE_INTESTINE
190131_2723_004t0_008pf_m04_s_1	P03	2723	No	31/1/19	M04	1	NCI-H2373	Mesothelioma	Lung	SIDM00103	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Pleural Sarcomatoid Mesothelioma	Unknown	Unknown	Unknown	Unknown	ACH-002124	1290809	H2373_PLEURA
190131_8921_004t1_008pg_m04_s_1	P03	8921	No	31/1/19	M04	1	OACM5-1	Esophageal Carcinoma	Esophagus	SIDM00444	Semi-Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Esophageal Adenocarcinoma	Lymph node	Male	White	Unknown	ACH-001368	1503363	OACM51_OESOPHAGUS
190131_2248_004t2_008ph_m04_s_1	P03	2248	No	31/1/19	M04	1	UMC-11	Other Solid Carcinomas	Lung	SIDM01183	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Lung Carcinoid Tumor	Unknown	Unknown	Unknown	Unknown	ACH-001417	909779	UMC11_LUNG
190131_8871_004t3_008pi_m04_s_1	P03	8871	No	31/1/19	M04	1	SK-MG-1	Glioma	Central Nervous System	SIDM00379	Unknown	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Astrocytoma	Unknown	Unknown	Unknown	Unknown	ACH-002304	909729	SKMG1_CENTRAL_NERVOUS_SYSTEM
190131_8092_004t4_008pj_m04_s_1	P03	8092	No	31/1/19	M04	1	ESO26	Esophageal Carcinoma	Esophagus	SIDM00539	Suspension	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Esophageal Adenocarcinoma	Esophagus	Male	White	Unknown	ACH-001496	1503366	ESO26_OESOPHAGUS
190131_2090_004t5_008pk_m04_s_1	P03	2090	No	31/1/19	M04	1	SISO	Cervical Carcinoma	Cervix	SIDM00394	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Cervical Adenocarcinoma	Unknown	Female	East Asian	Unknown	ACH-001650	1240212	SISO_CERVIX
190131_7372_004t6_008pl_m04_s_1	P03	7372	No	31/1/19	M04	1	ESO51	Esophageal Carcinoma	Esophagus	SIDM00538	Suspension	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Esophageal Adenocarcinoma	Esophagus	Male	White	Unknown	ACH-001497	1503367	ESO51_OESOPHAGUS
190131_7592_004t7_008pm_m04_s_1	P03	7592	No	31/1/19	M04	1	GP5d	Colorectal Carcinoma	Large Intestine	SIDM00537	Adherent	MSI	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Colon Adenocarcinoma	Colon	Female	White	Unknown	ACH-001345	907291	GP5D_LARGE_INTESTINE
190131_3737_004t8_008pn_m04_s_1	P03	3737	No	31/1/19	M04	1	Hey	Ovarian Carcinoma	Ovary	SIDM00968	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	High Grade Ovarian Serous Adenocarcinoma	Unknown	Female	Unknown	Unknown	ACH-002140	1479988	HEY_OVARY
190131_8629_004t9_008po_m04_s_1	P03	8629	No	31/1/19	M04	1	LB771-HNC	Head and Neck Carcinoma	Head and Neck	SIDM00182	Unknown	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Head and Neck Squamous Cell Carcinoma	Unknown	Male	Unknown	Unknown	ACH-002265	753583	LB771HNC_UPPER_AERODIGESTIVE_TRACT
190131_3395_004ta_008pp_m04_s_1	P03	3395	No	31/1/19	M04	1	NCI-H720	Other Solid Carcinomas	Lung	SIDM01120	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Lung Carcinoid Tumor	Unknown	Male	Unknown	Unknown	ACH-002174	687600	NCIH720_LUNG
190131_8731_004tb_008pq_m04_s_1	P03	8731	No	31/1/19	M04	1	8505C	Thyroid Gland Carcinoma	Thyroid	SIDM00996	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Anaplastic Thyroid Carcinoma	Thyroid	Female	Unknown	Unknown	ACH-001307	924102	8505C_THYROID
190131_8942_004tc_008pr_m04_s_1	P03	8942	No	31/1/19	M04	1	KE-37	T-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM01003	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Adult Precursor T Lymphoblastic Leukemia	Unknown	Male	Unknown	Unknown	ACH-000101	907277	KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
190131_3792_004td_008ps_m04_s_1	P03	3792	No	31/1/19	M04	1	OACp4C	Esophageal Carcinoma	Esophagus	SIDM00445	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Esophageal Adenocarcinoma	Gastro-oesophageal junction (cardia)	Male	White	Unknown	ACH-002292	1503362	OACP4C_OESOPHAGUS
190131_2036_004te_008pt_m04_s_1	P03	2036	No	31/1/19	M04	1	C-4-I	Cervical Carcinoma	Cervix	SIDM00905	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma	Cervix	Female	White	Unknown	ACH-001334	687506	C4I_CERVIX
190131_2723_004tw_008pw_m06_s_1	P03	2723	No	31/1/19	M06	2	NCI-H2373	Mesothelioma	Lung	SIDM00103	Unknown	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Pleural Sarcomatoid Mesothelioma	Unknown	Unknown	Unknown	Unknown	ACH-002124	1290809	H2373_PLEURA
190131_8921_004tx_008px_m06_s_1	P03	8921	No	31/1/19	M06	2	OACM5-1	Esophageal Carcinoma	Esophagus	SIDM00444	Semi-Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Esophageal Adenocarcinoma	Lymph node	Male	White	Unknown	ACH-001368	1503363	OACM51_OESOPHAGUS
190131_2248_004ty_008py_m06_s_1	P03	2248	No	31/1/19	M06	2	UMC-11	Other Solid Carcinomas	Lung	SIDM01183	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Lung Carcinoid Tumor	Unknown	Unknown	Unknown	Unknown	ACH-001417	909779	UMC11_LUNG
190131_8871_004tz_008pz_m06_s_1	P03	8871	No	31/1/19	M06	2	SK-MG-1	Glioma	Central Nervous System	SIDM00379	Unknown	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Astrocytoma	Unknown	Unknown	Unknown	Unknown	ACH-002304	909729	SKMG1_CENTRAL_NERVOUS_SYSTEM
190131_8092_004u0_008q0_m06_s_1	P03	8092	No	31/1/19	M06	2	ESO26	Esophageal Carcinoma	Esophagus	SIDM00539	Suspension	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Esophageal Adenocarcinoma	Esophagus	Male	White	Unknown	ACH-001496	1503366	ESO26_OESOPHAGUS
190131_2090_004u1_008q1_m06_s_1	P03	2090	No	31/1/19	M06	2	SISO	Cervical Carcinoma	Cervix	SIDM00394	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Cervical Adenocarcinoma	Unknown	Female	East Asian	Unknown	ACH-001650	1240212	SISO_CERVIX
190131_7372_004u2_008q2_m06_s_1	P03	7372	No	31/1/19	M06	2	ESO51	Esophageal Carcinoma	Esophagus	SIDM00538	Suspension	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Esophageal Adenocarcinoma	Esophagus	Male	White	Unknown	ACH-001497	1503367	ESO51_OESOPHAGUS
190131_7592_004u3_008q3_m06_s_1	P03	7592	No	31/1/19	M06	2	GP5d	Colorectal Carcinoma	Large Intestine	SIDM00537	Adherent	MSI	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Colon Adenocarcinoma	Colon	Female	White	Unknown	ACH-001345	907291	GP5D_LARGE_INTESTINE
190131_3737_004u4_008q4_m06_s_1	P03	3737	No	31/1/19	M06	2	Hey	Ovarian Carcinoma	Ovary	SIDM00968	Adherent	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	High Grade Ovarian Serous Adenocarcinoma	Unknown	Female	Unknown	Unknown	ACH-002140	1479988	HEY_OVARY
190131_8629_004u5_008q5_m06_s_1	P03	8629	No	31/1/19	M06	2	LB771-HNC	Head and Neck Carcinoma	Head and Neck	SIDM00182	Unknown	MSS	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Head and Neck Squamous Cell Carcinoma	Unknown	Male	Unknown	Unknown	ACH-002265	753583	LB771HNC_UPPER_AERODIGESTIVE_TRACT
190131_3395_004u6_008q6_m06_s_1	P03	3395	No	31/1/19	M06	2	NCI-H720	Other Solid Carcinomas	Lung	SIDM01120	Suspension	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Lung Carcinoid Tumor	Unknown	Male	Unknown	Unknown	ACH-002174	687600	NCIH720_LUNG
190131_8731_004u7_008q7_m06_s_1	P03	8731	No	31/1/19	M06	2	8505C	Thyroid Gland Carcinoma	Thyroid	SIDM00996	Adherent	MSS	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Anaplastic Thyroid Carcinoma	Thyroid	Female	Unknown	Unknown	ACH-001307	924102	8505C_THYROID
