,Sanger&CMRI,Broad
GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS,-0.09325693493643793,-0.053393565223538
MORI_SMALL_PRE_BII_LYMPHOCYTE_DN,-0.09307164048485765,-0.05944006987407049
PID_BCR_5PATHWAY,-0.09306178879432021,-0.2549747131887568
CAFFAREL_RESPONSE_TO_THC_DN,-0.09302934832904954,-0.06873749632230995
GO_REGULATION_OF_ERBB_SIGNALING_PATHWAY,-0.09292706221158942,0.05919473333682692
GO_AMINOPEPTIDASE_ACTIVITY,-0.09286496511839239,0.012420643105159536
FAELT_B_CLL_WITH_VH_REARRANGEMENTS_DN,-0.09266958932725504,-0.006340876919179743
GO_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,-0.09250493794700373,-0.1398976545773418
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE,-0.09214284809691602,-0.02243733354828716
GO_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY,-0.09206201553796467,0.08511038020722178
GO_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS,-0.09181041816458536,-0.06288905154600738
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,-0.09127839248007899,-0.15358072023375843
GO_POSITIVE_REGULATION_OF_JNK_CASCADE,-0.09124775719573217,-0.05081991889601918
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,-0.09123120718503026,8.744590054348646e-05
GO_POSITIVE_REGULATION_OF_AXONOGENESIS,-0.09118279680058611,0.03643550108345928
ZHAN_MULTIPLE_MYELOMA_PR_UP,-0.09117275882844006,-0.1721832552156244
GO_ENZYME_REGULATOR_ACTIVITY,-0.09094934555244029,-0.05980581235265085
GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE,-0.09083518844825575,-0.008119328813302929
SCIBETTA_KDM5B_TARGETS_DN,-0.0908153891888264,-0.006676665609150775
GO_REGULATION_OF_KINASE_ACTIVITY,-0.08999291133422596,-0.041235248573938246
GO_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,-0.08999008881281176,-0.0013721749554046498
BROWN_MYELOID_CELL_DEVELOPMENT_UP,-0.08996234616753289,0.07624692036634782
GO_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION,-0.08977405905671772,-0.03404472046004524
GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,-0.08972458120873956,-0.015434185625326014
GO_CYTOSKELETON_ORGANIZATION,-0.08963982158989645,-0.06454489861416571
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,-0.08946302569509927,-0.02132624267106061
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,-0.08937953288614195,-0.09552228474592984
GO_MAGNESIUM_ION_BINDING,-0.0891938379402791,-0.10575728262743844
GO_CELL_ADHESION_MOLECULE_BINDING,-0.08911882580527078,0.06042594652956453
GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH,-0.08904353646001549,0.022203093557165602
GO_CELLULAR_PROTEIN_CATABOLIC_PROCESS,-0.08895224143233568,-0.019691261480443468
GO_MOLECULAR_FUNCTION_REGULATOR,-0.08865526358978826,-0.04545186229721685
CAFFAREL_RESPONSE_TO_THC_24HR_5_DN,-0.08852893429619169,-0.04072221093038546
REACTOME_DEVELOPMENTAL_BIOLOGY,-0.08852191936699513,-0.0034902929091541043
GO_BRUSH_BORDER,-0.08844440098143797,0.12091158571973401
GO_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,-0.08837632603977366,-0.023608093635553558
PID_PTP1B_PATHWAY,-0.08825909086433957,-0.02272048613175292
HOFMANN_MYELODYSPLASTIC_SYNDROM_LOW_RISK_DN,-0.0881145253365351,0.022367027909432857
PUJANA_BREAST_CANCER_LIT_INT_NETWORK,-0.08808936345143956,-0.06949357853772625
GO_MEGAKARYOCYTE_DIFFERENTIATION,-0.08803883962452598,-0.03120720840850684
GO_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,-0.08736699848724433,-0.08127815315984041
GO_RUFFLE_MEMBRANE,-0.08696863916899682,-0.017428005652883674
CORDENONSI_YAP_CONSERVED_SIGNATURE,-0.086625284165455,-0.06169531306668439
GO_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,-0.08649528815203156,-0.02803216876741364
GO_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION,-0.08643342574741736,0.058580578206404346
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,-0.08639651489510124,0.04922644278129607
GO_SPINDLE_ORGANIZATION,-0.08622222620120061,-0.1482001723587122
YU_MYC_TARGETS_UP,-0.08620365857163714,-0.16631266068967793
KEGG_ERBB_SIGNALING_PATHWAY,-0.085765347765066,-0.1418601244092299
GO_FOCAL_ADHESION_ASSEMBLY,-0.08574997459385854,0.014201106938138485
KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP,-0.08570392237106725,0.05105793416612703
GO_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,-0.08515873465708254,0.04506039517526548
GO_LIMBIC_SYSTEM_DEVELOPMENT,-0.08504620665511743,-0.051220964361845575
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP,-0.08494693492822192,-0.04476009794983251
GO_SUPRAMOLECULAR_FIBER_ORGANIZATION,-0.08493982994390008,-0.05272516980914523
GO_REGULATION_OF_TRANSFERASE_ACTIVITY,-0.08492116403488485,-0.04326848642468582
GO_ACTIVATION_OF_IMMUNE_RESPONSE,-0.08451042773385802,-0.06652931891934002
GO_NEURON_TO_NEURON_SYNAPSE,-0.08440988354423329,0.040168563798690445
GO_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS,-0.0843239869860321,-0.04176162992631019
GO_LYMPHOCYTE_COSTIMULATION,-0.08430532033072272,0.03349300621313945
GO_GLYCOSYL_COMPOUND_METABOLIC_PROCESS,-0.08415980552383476,0.0012412772785168485
GO_DNA_GEOMETRIC_CHANGE,-0.08407388048806501,0.020624431742904566
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,-0.08404964819656421,-0.00959095779497806
GO_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,-0.08385898157701024,-0.04777792191977053
GO_NEGATIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,-0.08327464100346767,0.08890674505208468
GO_RESPONSE_TO_ESTROGEN,-0.0828666845831546,0.08820927418476489
KEGG_WNT_SIGNALING_PATHWAY,-0.08275901797771248,-0.017369875705230697
JNK_DN.V1_DN,-0.08245793975137289,-0.006918894683610675
GO_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,-0.08234715724909766,0.08283231843495467
GO_CYTOKINE_MEDIATED_SIGNALING_PATHWAY,-0.08220432182480467,-0.045735177097540075
GO_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,-0.08214747108319549,-0.012090437622772617
GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS,-0.08211281392208797,-0.021646689076502326
GO_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,-0.08210405859347596,-0.021857929430913237
GO_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,-0.08200806430692285,-0.056262325681675746
REACTOME_SIGNALING_BY_NTRKS,-0.08160632585231038,-0.0954960235997235
GO_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,-0.08147984700007249,-0.025650144355707276
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN,-0.08141698196814758,0.04231458485279403
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,-0.0813443400027581,0.08534214160883329
PUJANA_BRCA_CENTERED_NETWORK,-0.08103265301716903,-0.06656588109869378
MODY_HIPPOCAMPUS_NEONATAL,-0.08081572448333321,0.006743595094133499
GO_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,-0.08054721735949708,0.05766572346380375
KAAB_FAILED_HEART_ATRIUM_DN,-0.08048385704715293,0.0757214647306145
GO_REGULATION_OF_ORGANELLE_ASSEMBLY,-0.08046628488358361,-0.09811586803570764
GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY,-0.0804353610158486,-0.134447193392324
GO_PML_BODY,-0.08025796346500116,-0.006313393812128452
GO_PURINE_NUCLEOSIDE_METABOLIC_PROCESS,-0.08018553023850791,0.021515916795469787
GO_DNA_REPAIR,-0.08012575797475381,-0.004952671979341721
GO_REGULATION_OF_MONOOXYGENASE_ACTIVITY,-0.07995036174383731,0.07304798190022306
GO_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,-0.07968522919600331,0.017035965518932005
MOREIRA_RESPONSE_TO_TSA_UP,-0.07960543015118136,0.01977319800713022
GO_MACROMOLECULE_CATABOLIC_PROCESS,-0.07960490224853085,-0.022584534705184192
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,-0.07921302012474701,-0.05110796396500428
GO_SITE_OF_POLARIZED_GROWTH,-0.0791842288872793,-0.00011791476818008052
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,-0.07910440047613729,-0.09836555225716162
GO_REGULATION_OF_CELLULAR_COMPONENT_SIZE,-0.07885784954635165,-0.0035815709015738152
GO_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS,-0.07874383306882736,-0.021825490054567288
GO_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION,-0.0786903778320944,-0.02527377358266775
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,-0.07862167987510531,-0.02347109287892515
GO_ALPHA_BETA_T_CELL_ACTIVATION,-0.07854041571194888,-0.07275237813063003
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS,-0.07850553809001681,-0.06669348741157385
GO_REGULATION_OF_CELL_CYCLE,-0.07846066374509411,-0.03621669568628712
REACTOME_INNATE_IMMUNE_SYSTEM,-0.0784256677277666,0.011628618898931398
GO_REGULATION_OF_POTASSIUM_ION_TRANSPORT,-0.07824166018651232,-0.0010219484849872669
GO_GOLGI_ASSOCIATED_VESICLE_MEMBRANE,-0.07824145872934431,0.03637421306332042
BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP,-0.07810958509695072,-0.03949919458360149
REACTOME_LEISHMANIA_INFECTION,-0.07806341478859892,-0.01235053486077956
KEGG_CHRONIC_MYELOID_LEUKEMIA,-0.07799019304905551,-0.13730715384227068
GO_CELLULAR_RESPONSE_TO_UV,-0.07791297634008958,-0.013324834770366304
GO_TUBULIN_BINDING,-0.07787247421067668,-0.11480531508596142
BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN,-0.07780832718234056,-0.04512741092666395
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_DN,-0.07778036531996871,0.09562132151049337
GO_PROTEIN_CATABOLIC_PROCESS,-0.0777645774239149,0.0058869670657196544
GO_HISTONE_DEACETYLASE_COMPLEX,-0.07775225239500903,0.18506689691403258
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,-0.07774785897002491,0.06684924031017224
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,-0.07765748805076392,-0.0032535518272121945
GO_ION_CHANNEL_BINDING,-0.07748761412702147,0.08264440121615728
GO_DENDRITE_DEVELOPMENT,-0.07747297559398231,0.03814654483459895
GO_ENERGY_RESERVE_METABOLIC_PROCESS,-0.07723436487070595,-0.14907804567838379
PRC2_SUZ12_UP.V1_DN,-0.07684897784713156,0.09931665907816203
GO_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS,-0.0766857375539542,0.05734885477467089
GO_PEPTIDYL_SERINE_MODIFICATION,-0.07654191209146934,-0.10353211631315953
RADMACHER_AML_PROGNOSIS,-0.07650883127378233,0.07407439186631348
GO_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS,-0.07638436280760513,-0.06504854108619622
GO_MICROTUBULE_ORGANIZING_CENTER,-0.07638392480141185,-0.11252490604871206
REACTOME_REGULATION_OF_TP53_ACTIVITY,-0.07629100106060739,-0.023846605196407213
GO_ENZYME_ACTIVATOR_ACTIVITY,-0.07628129941720364,-0.07116759423722142
GO_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,-0.07614097973838921,0.054476153695434834
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP,-0.07603195530214509,0.06748197781186782
GO_DENDRITIC_SPINE_DEVELOPMENT,-0.07599316749752771,0.028260228076744002
ATF2_UP.V1_UP,-0.07585853198085427,0.028417585492614052
GO_RIBONUCLEOSIDE_METABOLIC_PROCESS,-0.07585236762495441,0.03643050142224174
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,-0.0758306457990415,0.002421487584273936
GO_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION,-0.07570720595975887,-0.053058121650501076
MARTIN_INTERACT_WITH_HDAC,-0.07569777160322802,0.01866600136071318
REACTOME_LYSOSOME_VESICLE_BIOGENESIS,-0.07521757300217181,-0.0188096964413348
GO_RESPONSE_TO_UV,-0.07516525851979357,-0.01220832270925719
GO_AZUROPHIL_GRANULE_LUMEN,-0.07491316187136754,0.13193701878321873
HUPER_BREAST_BASAL_VS_LUMINAL_DN,-0.07478470091244949,0.2297315416030647
GO_POSITIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT,-0.07449797337004221,0.04865447667007303
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,-0.07440235127010567,-0.0463091560453095
GO_KINASE_INHIBITOR_ACTIVITY,-0.0743033700594695,-0.09493551353810276
DEN_INTERACT_WITH_LCA5,-0.07429949165679128,-0.07336815507351487
LEE_CALORIE_RESTRICTION_MUSCLE_UP,-0.07418522841300453,-0.003962806292282519
GO_MICROTUBULE_CYTOSKELETON,-0.07418448120999181,-0.10432726898641248
GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY,-0.07373243957538289,-0.016690843526647323
GO_RESPONSE_TO_AXON_INJURY,-0.07366579120461385,0.11113246951350142
FIRESTEIN_PROLIFERATION,-0.07354862947795124,-0.05937374489927017
KOBAYASHI_EGFR_SIGNALING_24HR_DN,-0.07353057520153522,-0.07095193532014682
GO_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY,-0.073523616495357,-0.11512526837259618
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.0732586649970144,-0.08035240805185125
NELSON_RESPONSE_TO_ANDROGEN_UP,-0.07324282719805576,0.057577831945983544
REACTOME_SIGNALING_BY_ERBB2,-0.07313818059994869,-0.0537358536639542
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,-0.07313357469433,-0.09727422107656455
JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_DN,-0.07307132656548494,0.1607018254554223
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,-0.07297367722748457,-0.1612151366300006
DARWICHE_PAPILLOMA_RISK_LOW_DN,-0.07278015852618168,0.01705462947736536
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,-0.07263859963916926,-0.0357056512727584
PID_REG_GR_PATHWAY,-0.07257998492044895,-0.07022786747533973
STONER_ESOPHAGEAL_CARCINOGENESIS_UP,-0.07257580075720824,0.042032689276353494
RHODES_UNDIFFERENTIATED_CANCER,-0.07253002355793028,-0.07968791988699298
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN,-0.07252642743005629,-0.14139453396110932
GO_REGULATION_OF_GTPASE_ACTIVITY,-0.07246142496475859,-0.09642745990494385
GO_FEMALE_GAMETE_GENERATION,-0.07236386354878735,-0.023736106752874273
GO_SPINDLE_ASSEMBLY,-0.0719233812293332,-0.12311737315231853
GO_PLASMA_MEMBRANE_ORGANIZATION,-0.07190427865043006,0.08323164079300226
REACTOME_TELOMERE_MAINTENANCE,-0.07181902804053555,-0.07325305589138091
REACTOME_EXTENSION_OF_TELOMERES,-0.07181902804053555,-0.07325305589138091
CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_UP,-0.07180309106997836,0.026449324259256966
GO_POSITIVE_REGULATION_OF_AXON_EXTENSION,-0.07168314594510555,0.022554857991952316
GO_SYNAPTIC_VESICLE_RECYCLING,-0.0716459610537252,-0.07596658619309338
GO_COP9_SIGNALOSOME,-0.07158459703039768,-0.0884160339870289
GO_REGULATION_OF_DEFENSE_RESPONSE,-0.07148642971068404,-0.0021717057454462723
GO_MEIOTIC_CELL_CYCLE,-0.07104364338792737,-0.07980987741162476
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,-0.07096472934848204,0.11868959745181278
AKL_HTLV1_INFECTION_UP,-0.07086459077868787,0.14192379665405042
PID_AURORA_B_PATHWAY,-0.0707861863695799,-0.11495710347258474
GO_NEURON_SPINE,-0.07076416975731555,0.019232500305718377
GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS,-0.07061796888664838,0.012332227162871296
GO_CENTROSOME,-0.07047978595865523,-0.112029982281215
GO_REGULATION_OF_CELL_SIZE,-0.07046083437876162,0.06440490766946425
PID_TGFBR_PATHWAY,-0.0704525144409301,-0.04966084793262295
GO_POSITIVE_REGULATION_OF_DENDRITE_DEVELOPMENT,-0.07038982188354008,0.059943061328362295
PID_NFAT_3PATHWAY,-0.07007528682244267,-0.14319755683149196
KIM_GERMINAL_CENTER_T_HELPER_UP,-0.06987487241606143,-0.035956939868695054
KYNG_DNA_DAMAGE_BY_GAMMA_AND_UV_RADIATION,-0.0692457999003049,0.0700749837649455
GO_CELL_LEADING_EDGE,-0.06918548807089611,-0.0021297802880596473
GO_DNA_BIOSYNTHETIC_PROCESS,-0.06907632526958446,-0.0393739228868099
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION,-0.06902203077102378,0.05586634934617917
KERLEY_RESPONSE_TO_CISPLATIN_UP,-0.06852527272122264,0.04188874312165935
REACTOME_DISEASE,-0.0685057201303998,0.039220334434009504
GO_NEGATIVE_REGULATION_OF_HEMOPOIESIS,-0.06830736607782864,0.05658902953533909
KONG_E2F3_TARGETS,-0.06827378064463167,-0.1353297626464731
GO_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_BINDING,-0.06822186050194792,-0.02898947411251431
GO_PROTEIN_PHOSPHATASE_BINDING,-0.0681398666321134,-0.05184700703058287
GO_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,-0.0681193478159155,0.040778155560758124
GO_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,-0.06807124579647082,-0.06069703218074709
GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,-0.06799808031050229,-0.059228331678263364
GO_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN,-0.06751734353726382,0.07144352976546992
GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE,-0.06743350078186133,-0.03690535094913918
FUJII_YBX1_TARGETS_DN,-0.06734467141327019,-0.021283681531659167
CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN,-0.06724402532278477,-0.0006069909602610465
GO_CELLULAR_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,-0.06708015896134435,-0.054949994889998466
GO_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_CYTOPLASM,-0.06701374521825712,-0.11250839082658691
FRIDMAN_SENESCENCE_UP,-0.06695777940417595,0.034904555140089055
GO_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM,-0.0667500312459412,0.05755241560550972
REACTOME_BIOLOGICAL_OXIDATIONS,-0.06669985246929623,0.06135504035914453
GO_SUPRAMOLECULAR_POLYMER,-0.06668992395798862,-0.06228743275722372
MODY_HIPPOCAMPUS_POSTNATAL,-0.06665125276435183,-0.0215370541390269
GO_PHOSPHOPROTEIN_BINDING,-0.06636930135740284,-0.08917295183609768
GO_REGULATION_OF_PROTEIN_OLIGOMERIZATION,-0.06620955597302754,0.009321885736553825
GO_PLATELET_AGGREGATION,-0.06595845727891307,-0.0012427826097860088
GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,-0.0659150842123623,-0.09712925423582396
GO_PROTEIN_PHOSPHORYLATION,-0.06574110661266361,-0.01715124901556378
GERHOLD_ADIPOGENESIS_DN,-0.0656970153308649,0.04795090903024058
GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS,-0.06526818761551709,0.02837369839338964
GO_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS,-0.06517491810121778,-0.005667619476543585
RASHI_RESPONSE_TO_IONIZING_RADIATION_4,-0.06512217373162327,0.008442422561270988
LANG_MYB_FAMILY_TARGETS,-0.06504569679194185,0.01557923661329904
ROSS_AML_OF_FAB_M7_TYPE,-0.06500620647481528,0.0532700652309665
LIN_SILENCED_BY_TUMOR_MICROENVIRONMENT,-0.0648946379200514,0.24101844258807162
KIM_MYCN_AMPLIFICATION_TARGETS_UP,-0.06481726437999419,0.03844516199932096
GO_RIBONUCLEOPROTEIN_GRANULE,-0.06481672789168028,-0.10339533126504462
PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP,-0.06473342990293536,-0.09023727336194391
GO_CLATHRIN_COAT,-0.0646295533670043,-0.08699169443350487
SANSOM_APC_TARGETS_UP,-0.06461448990136115,0.06664305431761086
BIOCARTA_PPARA_PATHWAY,-0.06458534431300136,-0.039893729034214745
VANLOO_SP3_TARGETS_DN,-0.06443675110190986,0.11084172804292082
GO_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY,-0.06432689478655498,-0.09004640340575004
GO_NUCLEUS_LOCALIZATION,-0.06393331893613795,-0.06461636420582967
GO_REGULATION_OF_CELL_MORPHOGENESIS,-0.06392870949896684,0.0376731689419892
GO_AXO_DENDRITIC_TRANSPORT,-0.06340408933297935,-0.11053887885498656
GO_DIGESTION,-0.06319524553993254,0.026620458345180342
GO_CELL_DIVISION,-0.06319218104267177,-0.06018561791542082
REACTOME_VESICLE_MEDIATED_TRANSPORT,-0.0631397961767076,-0.03398453447845569
GO_POLYMERIC_CYTOSKELETAL_FIBER,-0.06303537055929022,-0.09927489123268744
GO_ENZYME_INHIBITOR_ACTIVITY,-0.0630109143836242,-0.0006989170076082207
LU_IL4_SIGNALING,-0.06283394167303205,0.022157034361087978
MORI_MATURE_B_LYMPHOCYTE_DN,-0.06279830943003008,-0.0689190732038075
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,-0.06273861433403254,-0.16866935768495253
HALLMARK_HYPOXIA,-0.06263977012714766,0.04331056871100899
GO_VACUOLAR_TRANSPORT,-0.06262157400305689,-0.012277810091950779
GO_MICROTUBULE_BINDING,-0.06260375016670537,-0.12958713448555922
GO_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION,-0.06205452312996921,0.09498321908303634
VERNELL_RETINOBLASTOMA_PATHWAY_UP,-0.06195033073657079,-0.0363487425910111
GO_STRUCTURAL_CONSTITUENT_OF_CYTOSKELETON,-0.06182476807231335,-0.009962556100804487
GO_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,-0.06172631968953921,0.07510014108183999
SCIAN_INVERSED_TARGETS_OF_TP53_AND_TP73_DN,-0.06167711701143276,0.004710620170167163
GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,-0.06166975615611216,0.022991650601012242
GO_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER,-0.06157517675555581,0.09048431175335538
GO_POSITIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,-0.061539993482112254,-0.039426173370127215
REACTOME_INFLUENZA_INFECTION,-0.06146911368408861,-0.07386433849258257
HU_GENOTOXIN_ACTION_DIRECT_VS_INDIRECT_24HR,-0.06134831232029005,-0.024153977123114737
BRUINS_UVC_RESPONSE_EARLY_LATE,-0.061308560793865596,0.024365473882331918
GO_PROTEIN_KINASE_ACTIVITY,-0.06095478498998957,-0.06089811618477287
GO_REGULATION_OF_DEPHOSPHORYLATION,-0.06083833790180076,-0.06160301827527704
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR,-0.06072501083000839,-0.11406153869885136
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES,-0.06065596566847368,0.12681998383599308
GO_POSITIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS,-0.06059244798929058,-0.016129156867456196
GO_DNA_REPLICATION,-0.060586011137969416,-0.015588388198424515
HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_DN,-0.06040163452078146,0.044305251644974404
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_DN,-0.060299097925459504,-0.019507617846083854
ZHANG_PROLIFERATING_VS_QUIESCENT,-0.06019764018723742,-0.023252787174670678
ZHU_CMV_24_HR_UP,-0.06007319551302038,-0.016090537267549457
WHITEFORD_PEDIATRIC_CANCER_MARKERS,-0.060032496755372776,-0.11942940928578201
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN,-0.05985273724524331,0.002940104606285235
GO_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS,-0.05981520558890192,-0.01762462454992325
GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,-0.059812324145765594,0.028406457828276437
GO_POLYOL_BIOSYNTHETIC_PROCESS,-0.05977473400614678,-0.050893355232854834
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS,-0.059436520453652615,0.023570991540556824
BORLAK_LIVER_CANCER_EGF_UP,-0.059340226277193424,0.1271501187916018
GO_KINASE_ACTIVITY,-0.05926607496569871,-0.06741903161121811
WANG_TUMOR_INVASIVENESS_UP,-0.05911213593400927,-0.0130701223672967
GO_REGULATION_OF_CELL_PROJECTION_ASSEMBLY,-0.05909475144654793,-0.034877640179751826
GO_CYTOSOLIC_TRANSPORT,-0.0590227964606003,-0.03815347767631109
DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP,-0.05896535774266734,-0.028994450262208836
GO_REGULATION_OF_ORGANELLE_ORGANIZATION,-0.058868823498444696,-0.033348637433024395
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_UP,-0.05851294295470183,0.005632653225789067
GO_VIRAL_GENE_EXPRESSION,-0.058428506075203765,-0.019940865743387846
LEE_AGING_MUSCLE_UP,-0.058164290820139686,0.032818105196347536
GROSS_HIF1A_TARGETS_DN,-0.05815377874042806,-0.026878209486578316
MOOTHA_GLUCONEOGENESIS,-0.05811953980094815,-0.09724937946252041
GO_DNA_RECOMBINATION,-0.058053926520290164,0.007746150100124838
SESTO_RESPONSE_TO_UV_C2,-0.058013046871934995,0.10263423939767947
