Automatic_MS_filename	Batch	Code	Daisy_chain	Date	Instrument	Replicate	Cell_line	Cancer_type	Tissue_type	SIDM	growth_properties	MSI_status	methylation_data	expression_data	cnv_data	crispr_ko_data	fusion_data	drug_data	cancer_type_detail	sample_site	gender	ethnicity	smoking_status	BROAD_ID	COSMIC_ID	CCLE_ID
181007_e0022_p02_8314_3_s_m04_1	P02	8314	No	2018-10-07	M04	3	SK-N-AS	Neuroblastoma	Peripheral Nervous System	SIDM01101	Adherent	MSS	True	True	True	True	False	True	Neuroblastoma	Bone marrow	Female	White	Unknown	ACH-000260	724828	SKNAS_AUTONOMIC_GANGLIA
181007_e0022_p02_2395_2_s_m04_1	P02	2395	No	2018-10-07	M04	2	HAL-01	B-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00289	Suspension	MSS	True	True	True	False	False	True	B Acute Lymphoblastic Leukemia	Unknown	Female	East Asian	Unknown	ACH-002241	949153	HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
181007_e0022_p02_8314_1_s_m04_1	P02	8314	No	2018-10-07	M04	1	SK-N-AS	Neuroblastoma	Peripheral Nervous System	SIDM01101	Adherent	MSS	True	True	True	True	False	True	Neuroblastoma	Bone marrow	Female	White	Unknown	ACH-000260	724828	SKNAS_AUTONOMIC_GANGLIA
181007_e0022_p02_hek_153_s_m04_1	P02	HEK	No	2018-10-07	M04	1	Control_HEK293T_lys	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T
181007_e0022_p02_3279_3_s_m04_1	P02	3279	No	2018-10-07	M04	3	NCI-H1435	Non-Small Cell Lung Carcinoma	Lung	SIDM00658	Semi-Adherent	MSS	True	True	True	False	True	True	Non-Small Cell Lung Carcinoma	Lung	Female	Unknown	Unknown	ACH-000852	1298347	NCIH1435_LUNG
181007_e0022_p02_2395_1_s_m04_1	P02	2395	No	2018-10-07	M04	1	HAL-01	B-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00289	Suspension	MSS	True	True	True	False	False	True	B Acute Lymphoblastic Leukemia	Unknown	Female	East Asian	Unknown	ACH-002241	949153	HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
181007_e0022_p02_2474_2_s_m04_1	P02	2474	No	2018-10-07	M04	2	NB14	Neuroblastoma	Peripheral Nervous System	SIDM00256	Unknown	MSS	True	True	True	False	True	True	Neuroblastoma	Unknown	Female	Unknown	Unknown	ACH-002281	949178	NB14_AUTONOMIC_GANGLIA
181007_e0022_p02_2395_3_s_m04_1	P02	2395	No	2018-10-07	M04	3	HAL-01	B-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00289	Suspension	MSS	True	True	True	False	False	True	B Acute Lymphoblastic Leukemia	Unknown	Female	East Asian	Unknown	ACH-002241	949153	HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
181007_e0022_p02_2506_1_s_m04_1	P02	2506	No	2018-10-07	M04	1	ONS-76	Other Solid Carcinomas	Central Nervous System	SIDM00567	Adherent	MSS	True	True	True	False	True	True	Medulloblastoma 	Unknown	Female	Unknown	Unknown	ACH-000776	909248	ONS76_CENTRAL_NERVOUS_SYSTEM
181007_e0022_p02_hek_h002_qc_s_m04_2	P02	HEK H002	No	2018-10-07	M04	1	Control_HEK293T_std_H002	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T
181010_e0022_p02_8129_2_s_m04_1	P02	8129	No	2018-10-10	M04	2	KP-N-YN	Neuroblastoma	Peripheral Nervous System	SIDM00556	Unknown	MSS	True	True	True	True	True	True	Neuroblastoma	Pararenal lymph node	Unknown	Unknown	Unknown	ACH-000227	907314	KPNYN_AUTONOMIC_GANGLIA
181010_e0022_p02_2040_3_s_m04_1	P02	2040	No	2018-10-10	M04	3	RMG-I	Ovarian Carcinoma	Ovary	SIDM00352	Unknown	MSS	True	True	True	True	True	True	Ovarian Clear Cell Adenocarcinoma	Ascites	Female	East Asian	Unknown	ACH-000719	909699	RMGI_OVARY
181010_e0022_p02_3342_3_s_m04_1	P02	3342	No	2018-10-10	M04	3	NCI-H211	Small Cell Lung Carcinoma	Lung	SIDM00704	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Unknown	Female	White	Unknown	ACH-000639	1240189	NCIH211_LUNG
181010_e0022_p02_hek_116_s_m04_1	P02	HEK	No	2018-10-10	M04	1	Control_HEK293T_lys	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T
181010_e0022_p02_3479_1_s_m04_1	P02	3479	No	2018-10-10	M04	1	PANC-02-03	Pancreatic Carcinoma	Pancreas	SIDM01139	Adherent	MSS	True	True	True	True	True	True	Pancreatic Adenocarcinoma	Pancreas	Female	White	Unknown	ACH-000042	1298475	PANC0203_PANCREAS
181010_e0022_p02_8129_1_s_m04_1	P02	8129	No	2018-10-10	M04	1	KP-N-YN	Neuroblastoma	Peripheral Nervous System	SIDM00556	Unknown	MSS	True	True	True	True	True	True	Neuroblastoma	Pararenal lymph node	Unknown	Unknown	Unknown	ACH-000227	907314	KPNYN_AUTONOMIC_GANGLIA
181010_e0022_p02_7350_3_s_m04_1	P02	7350	No	2018-10-10	M04	3	SKG-IIIa	Cervical Carcinoma	Cervix	SIDM00381	Unknown	MSS	True	True	True	False	True	True	Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma	Uterine cervix	Female	East Asian	Unknown	ACH-002020	930298	SKGIIIA_CERVIX
181010_e0022_p02_2040_1_s_m04_1	P02	2040	No	2018-10-10	M04	1	RMG-I	Ovarian Carcinoma	Ovary	SIDM00352	Unknown	MSS	True	True	True	True	True	True	Ovarian Clear Cell Adenocarcinoma	Ascites	Female	East Asian	Unknown	ACH-000719	909699	RMGI_OVARY
181010_e0022_p02_2040_2_s_m04_1	P02	2040	No	2018-10-10	M04	2	RMG-I	Ovarian Carcinoma	Ovary	SIDM00352	Unknown	MSS	True	True	True	True	True	True	Ovarian Clear Cell Adenocarcinoma	Ascites	Female	East Asian	Unknown	ACH-000719	909699	RMGI_OVARY
181010_e0022_p02_3342_1_s_m04_1	P02	3342	No	2018-10-10	M04	1	NCI-H211	Small Cell Lung Carcinoma	Lung	SIDM00704	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Unknown	Female	White	Unknown	ACH-000639	1240189	NCIH211_LUNG
181010_e0022_p02_7350_1_s_m04_1	P02	7350	No	2018-10-10	M04	1	SKG-IIIa	Cervical Carcinoma	Cervix	SIDM00381	Unknown	MSS	True	True	True	False	True	True	Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma	Uterine cervix	Female	East Asian	Unknown	ACH-002020	930298	SKGIIIA_CERVIX
181010_e0022_p02_3342_2_s_m04_1	P02	3342	No	2018-10-10	M04	2	NCI-H211	Small Cell Lung Carcinoma	Lung	SIDM00704	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Unknown	Female	White	Unknown	ACH-000639	1240189	NCIH211_LUNG
181010_e0022_p02_7350_2_s_m04_1	P02	7350	No	2018-10-10	M04	2	SKG-IIIa	Cervical Carcinoma	Cervix	SIDM00381	Unknown	MSS	True	True	True	False	True	True	Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma	Uterine cervix	Female	East Asian	Unknown	ACH-002020	930298	SKGIIIA_CERVIX
181010_e0022_p02_3479_3_s_m04_1	P02	3479	No	2018-10-10	M04	3	PANC-02-03	Pancreatic Carcinoma	Pancreas	SIDM01139	Adherent	MSS	True	True	True	True	True	True	Pancreatic Adenocarcinoma	Pancreas	Female	White	Unknown	ACH-000042	1298475	PANC0203_PANCREAS
181010_e0022_p02_3479_2_s_m04_1	P02	3479	No	2018-10-10	M04	2	PANC-02-03	Pancreatic Carcinoma	Pancreas	SIDM01139	Adherent	MSS	True	True	True	True	True	True	Pancreatic Adenocarcinoma	Pancreas	Female	White	Unknown	ACH-000042	1298475	PANC0203_PANCREAS
181010_e0022_p02_8129_3_s_m04_1	P02	8129	No	2018-10-10	M04	3	KP-N-YN	Neuroblastoma	Peripheral Nervous System	SIDM00556	Unknown	MSS	True	True	True	True	True	True	Neuroblastoma	Pararenal lymph node	Unknown	Unknown	Unknown	ACH-000227	907314	KPNYN_AUTONOMIC_GANGLIA
181010_e0022_p02_hek_h002_qc_s_m04_1	P02	HEK	No	2018-10-10	M04	1	Control_HEK293T_std_H002	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T
181010_e0022_p02_3460_1_s_m04_1	P02	3460	No	2018-10-10	M04	1	OV-90	Ovarian Carcinoma	Ovary	SIDM01141	Adherent	MSS	True	True	True	True	True	True	Ovarian Adenocarcinoma	Ascites	Female	Unknown	Unknown	ACH-000291	1240197	OV90_OVARY
181010_e0022_p02_2422_2_s_m04_1	P02	2422	No	2018-10-10	M04	2	KNS-62	Squamous Cell Lung Carcinoma	Lung	SIDM00606	Adherent	MSS	True	True	True	True	True	True	Squamous Cell Lung Carcinoma	Brain	Male	Unknown	Unknown	ACH-000858	753569	KNS62_LUNG
181010_e0022_p02_2138_2_s_m04_1	P02	2138	No	2018-10-10	M04	2	SNU-449	Hepatocellular Carcinoma	Liver	SIDM01194	Adherent	MSS	True	True	True	False	True	True	Hepatocellular Carcinoma	Liver	Male	East Asian	Unknown	ACH-000420	909738	SNU449_LIVER
181010_e0022_p02_3460_3_s_m04_1	P02	3460	No	2018-10-10	M04	3	OV-90	Ovarian Carcinoma	Ovary	SIDM01141	Adherent	MSS	True	True	True	True	True	True	Ovarian Adenocarcinoma	Ascites	Female	Unknown	Unknown	ACH-000291	1240197	OV90_OVARY
181010_e0022_p02_2138_3_s_m04_1	P02	2138	No	2018-10-10	M04	3	SNU-449	Hepatocellular Carcinoma	Liver	SIDM01194	Adherent	MSS	True	True	True	False	True	True	Hepatocellular Carcinoma	Liver	Male	East Asian	Unknown	ACH-000420	909738	SNU449_LIVER
181010_e0022_p02_2178_1_s_m04_1	P02	2178	No	2018-10-10	M04	1	SW1710	Bladder Carcinoma	Bladder	SIDM00420	Adherent	MSS	True	True	True	False	True	True	Bladder Carcinoma	Unknown	Female	White	Unknown	ACH-000566	909749	SW1710_URINARY_TRACT
181010_e0022_p02_3460_2_s_m04_1	P02	3460	No	2018-10-10	M04	2	OV-90	Ovarian Carcinoma	Ovary	SIDM01141	Adherent	MSS	True	True	True	True	True	True	Ovarian Adenocarcinoma	Ascites	Female	Unknown	Unknown	ACH-000291	1240197	OV90_OVARY
181010_e0022_p02_2422_1_s_m04_1	P02	2422	No	2018-10-10	M04	1	KNS-62	Squamous Cell Lung Carcinoma	Lung	SIDM00606	Adherent	MSS	True	True	True	True	True	True	Squamous Cell Lung Carcinoma	Brain	Male	Unknown	Unknown	ACH-000858	753569	KNS62_LUNG
181010_e0022_p02_8031_2_s_m04_1	P02	8031	No	2018-10-10	M04	2	KYSE-510	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM01026	Adherent	MSS	True	True	True	True	True	True	Esophageal Squamous Cell Carcinoma	Cervical oesophagus	Female	East Asian	Unknown	ACH-000824	907321	KYSE510_OESOPHAGUS
181010_e0022_p02_2422_3_s_m04_1	P02	2422	No	2018-10-10	M04	3	KNS-62	Squamous Cell Lung Carcinoma	Lung	SIDM00606	Adherent	MSS	True	True	True	True	True	True	Squamous Cell Lung Carcinoma	Brain	Male	Unknown	Unknown	ACH-000858	753569	KNS62_LUNG
181010_e0022_p02_hek_117_s_m04_1	P02	HEK	No	2018-10-10	M04	1	Control_HEK293T_lys	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T
181010_e0022_p02_2178_3_s_m04_1	P02	2178	No	2018-10-10	M04	3	SW1710	Bladder Carcinoma	Bladder	SIDM00420	Adherent	MSS	True	True	True	False	True	True	Bladder Carcinoma	Unknown	Female	White	Unknown	ACH-000566	909749	SW1710_URINARY_TRACT
181010_e0022_p02_2178_2_s_m04_1	P02	2178	No	2018-10-10	M04	2	SW1710	Bladder Carcinoma	Bladder	SIDM00420	Adherent	MSS	True	True	True	False	True	True	Bladder Carcinoma	Unknown	Female	White	Unknown	ACH-000566	909749	SW1710_URINARY_TRACT
181010_e0022_p02_8031_3_s_m04_1	P02	8031	No	2018-10-10	M04	3	KYSE-510	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM01026	Adherent	MSS	True	True	True	True	True	True	Esophageal Squamous Cell Carcinoma	Cervical oesophagus	Female	East Asian	Unknown	ACH-000824	907321	KYSE510_OESOPHAGUS
181010_e0022_p02_2138_1_s_m04_1	P02	2138	No	2018-10-10	M04	1	SNU-449	Hepatocellular Carcinoma	Liver	SIDM01194	Adherent	MSS	True	True	True	False	True	True	Hepatocellular Carcinoma	Liver	Male	East Asian	Unknown	ACH-000420	909738	SNU449_LIVER
181010_e0022_p02_8031_1_s_m04_1	P02	8031	No	2018-10-10	M04	1	KYSE-510	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM01026	Adherent	MSS	True	True	True	True	True	True	Esophageal Squamous Cell Carcinoma	Cervical oesophagus	Female	East Asian	Unknown	ACH-000824	907321	KYSE510_OESOPHAGUS
181023_e0022_p02_hek_h002_qc_s_m04_1	P02	HEK H002	No	2018-10-23	M04	1	Control_HEK293T_std_H002	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T
181023_e0022_p02_8252_1_s_m04_1	P02	8252	No	2018-10-23	M04	1	NB13	Neuroblastoma	Peripheral Nervous System	SIDM00257	Unknown	MSS	True	True	True	True	True	True	Neuroblastoma	Unknown	Male	Unknown	Unknown	ACH-002280	949177	NB13_AUTONOMIC_GANGLIA
181023_e0022_p02_8252_3_s_m04_1	P02	8252	No	2018-10-23	M04	3	NB13	Neuroblastoma	Peripheral Nervous System	SIDM00257	Unknown	MSS	True	True	True	True	True	True	Neuroblastoma	Unknown	Male	Unknown	Unknown	ACH-002280	949177	NB13_AUTONOMIC_GANGLIA
181023_e0022_p02_2710_2_s_m04_1	P02	2710	No	2018-10-23	M04	2	GMS-10	Glioblastoma	Central Nervous System	SIDM01074	Adherent	MSS	True	True	True	False	True	True	Glioblastoma	Unknown	Male	Unknown	Unknown	ACH-000102	906873	GMS10_CENTRAL_NERVOUS_SYSTEM
181023_e0022_p02_3092_3_s_m04_1	P02	3092	No	2018-10-23	M04	3	L-540	Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00329	Suspension	MSS	True	True	True	False	True	True	Hodgkin's Lymphoma	Bone marrow	Female	Unknown	Unknown	ACH-000806	907323	L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
181023_e0022_p02_8969_3_s_m04_1	P02	8969	No	2018-10-23	M04	3	SNU-C2B	Colorectal Carcinoma	Large Intestine	SIDM00781	Semi-Adherent	MSI	True	True	True	False	True	True	Cecum Adenocarcinoma	Cecum	Female	East Asian	Unknown	ACH-001199	909740	SNUC2B_LARGE_INTESTINE
181023_e0022_p02_hek_125_s_m04_1	P02	HEK	No	2018-10-23	M04	1	Control_HEK293T_lys	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T
181023_e0022_p02_3312_1_s_m04_1	P02	3312	No	2018-10-23	M04	1	NCI-H1869	Non-Small Cell Lung Carcinoma	Lung	SIDM00768	Adherent	MSS	True	True	True	True	True	True	Non-Small Cell Lung Carcinoma	Pleural effusion	Male	White	Unknown	ACH-000894	1240183	NCIH1869_LUNG
181023_e0022_p02_3312_2_s_m04_1	P02	3312	No	2018-10-23	M04	2	NCI-H1869	Non-Small Cell Lung Carcinoma	Lung	SIDM00768	Adherent	MSS	True	True	True	True	True	True	Non-Small Cell Lung Carcinoma	Pleural effusion	Male	White	Unknown	ACH-000894	1240183	NCIH1869_LUNG
181023_e0022_p02_2710_3_s_m04_1	P02	2710	No	2018-10-23	M04	3	GMS-10	Glioblastoma	Central Nervous System	SIDM01074	Adherent	MSS	True	True	True	False	True	True	Glioblastoma	Unknown	Male	Unknown	Unknown	ACH-000102	906873	GMS10_CENTRAL_NERVOUS_SYSTEM
181023_e0022_p02_8969_1_s_m04_1	P02	8969	No	2018-10-23	M04	1	SNU-C2B	Colorectal Carcinoma	Large Intestine	SIDM00781	Semi-Adherent	MSI	True	True	True	False	True	True	Cecum Adenocarcinoma	Cecum	Female	East Asian	Unknown	ACH-001199	909740	SNUC2B_LARGE_INTESTINE
181023_e0022_p02_8252_2_s_m04_1	P02	8252	No	2018-10-23	M04	2	NB13	Neuroblastoma	Peripheral Nervous System	SIDM00257	Unknown	MSS	True	True	True	True	True	True	Neuroblastoma	Unknown	Male	Unknown	Unknown	ACH-002280	949177	NB13_AUTONOMIC_GANGLIA
181023_e0022_p02_2710_1_s_m04_1	P02	2710	No	2018-10-23	M04	1	GMS-10	Glioblastoma	Central Nervous System	SIDM01074	Adherent	MSS	True	True	True	False	True	True	Glioblastoma	Unknown	Male	Unknown	Unknown	ACH-000102	906873	GMS10_CENTRAL_NERVOUS_SYSTEM
181023_e0022_p02_8969_2_s_m04_1	P02	8969	No	2018-10-23	M04	2	SNU-C2B	Colorectal Carcinoma	Large Intestine	SIDM00781	Semi-Adherent	MSI	True	True	True	False	True	True	Cecum Adenocarcinoma	Cecum	Female	East Asian	Unknown	ACH-001199	909740	SNUC2B_LARGE_INTESTINE
181023_e0022_p02_3092_2_s_m04_1	P02	3092	No	2018-10-23	M04	2	L-540	Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00329	Suspension	MSS	True	True	True	False	True	True	Hodgkin's Lymphoma	Bone marrow	Female	Unknown	Unknown	ACH-000806	907323	L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
181023_e0022_p02_3312_3_s_m04_1	P02	3312	No	2018-10-23	M04	3	NCI-H1869	Non-Small Cell Lung Carcinoma	Lung	SIDM00768	Adherent	MSS	True	True	True	True	True	True	Non-Small Cell Lung Carcinoma	Pleural effusion	Male	White	Unknown	ACH-000894	1240183	NCIH1869_LUNG
181023_e0022_p02_3092_1_s_m04_1	P02	3092	No	2018-10-23	M04	1	L-540	Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00329	Suspension	MSS	True	True	True	False	True	True	Hodgkin's Lymphoma	Bone marrow	Female	Unknown	Unknown	ACH-000806	907323	L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
181023_e0022_p02_hek_h002_qc_s_m04_2	P02	HEK H002	No	2018-10-23	M04	1	Control_HEK293T_std_H002	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T
181023_e0022_p02_7389_2_s_m04_1	P02	7389	No	2018-10-23	M04	2	HT-29	Colorectal Carcinoma	Large Intestine	SIDM00136	Adherent	MSS	True	True	True	True	True	True	Rectosigmoid Adenocarcinoma	Unknown	Female	White	Unknown	ACH-000552	905939	HT29_LARGE_INTESTINE
181023_e0022_p02_6833_1_s_m04_1	P02	6833	No	2018-10-23	M04	1	TGBC11TKB	Gastric Carcinoma	Stomach	SIDM00251	Adherent	MSI	True	True	True	False	True	True	Gastric Carcinoma	Lymph Node	Female	East Asian	Unknown	ACH-000949	909770	TGBC11TKB_STOMACH
181023_e0022_p02_7271_3_s_m04_1	P02	7271	No	2018-10-23	M04	3	A375	Melanoma	Skin	SIDM00795	Adherent	MSS	True	True	True	True	True	True	Amelanotic Melanoma	Skin	Female	Unknown	Unknown	ACH-000219	906793	A375_SKIN
181023_e0022_p02_8876_2_s_m04_1	P02	8876	No	2018-10-23	M04	2	A549	Non-Small Cell Lung Carcinoma	Lung	SIDM00903	Adherent	MSS	True	True	True	True	True	True	Lung Adenocarcinoma	Unknown	Male	White	Unknown	ACH-000681	905949	A549_LUNG
181023_e0022_p02_7389_1_s_m04_1	P02	7389	No	2018-10-23	M04	1	HT-29	Colorectal Carcinoma	Large Intestine	SIDM00136	Adherent	MSS	True	True	True	True	True	True	Rectosigmoid Adenocarcinoma	Unknown	Female	White	Unknown	ACH-000552	905939	HT29_LARGE_INTESTINE
181023_e0022_p02_7389_3_s_m04_1	P02	7389	No	2018-10-23	M04	3	HT-29	Colorectal Carcinoma	Large Intestine	SIDM00136	Adherent	MSS	True	True	True	True	True	True	Rectosigmoid Adenocarcinoma	Unknown	Female	White	Unknown	ACH-000552	905939	HT29_LARGE_INTESTINE
181023_e0022_p02_7271_1_s_m04_1	P02	7271	No	2018-10-23	M04	1	A375	Melanoma	Skin	SIDM00795	Adherent	MSS	True	True	True	True	True	True	Amelanotic Melanoma	Skin	Female	Unknown	Unknown	ACH-000219	906793	A375_SKIN
181023_e0022_p02_7271_2_s_m04_1	P02	7271	No	2018-10-23	M04	2	A375	Melanoma	Skin	SIDM00795	Adherent	MSS	True	True	True	True	True	True	Amelanotic Melanoma	Skin	Female	Unknown	Unknown	ACH-000219	906793	A375_SKIN
181023_e0022_p02_hek_126_s_m04_1	P02	HEK	No	2018-10-23	M04	1	Control_HEK293T_lys	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T
181023_e0022_p02_8876_3_s_m04_1	P02	8876	No	2018-10-23	M04	3	A549	Non-Small Cell Lung Carcinoma	Lung	SIDM00903	Adherent	MSS	True	True	True	True	True	True	Lung Adenocarcinoma	Unknown	Male	White	Unknown	ACH-000681	905949	A549_LUNG
181023_e0022_p02_2015_2_s_m04_1	P02	2015	No	2018-10-23	M04	2	Raji	Burkitt's Lymphoma	Haematopoietic and Lymphoid	SIDM00844	Suspension	MSS	True	True	True	False	True	True	Epstein-Barr Virus-Related Burkitt s Lymphoma	Maxilla	Male	Black	Unknown	ACH-000654	909262	RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
181023_e0022_p02_2015_3_s_m04_1	P02	2015	No	2018-10-23	M04	3	Raji	Burkitt's Lymphoma	Haematopoietic and Lymphoid	SIDM00844	Suspension	MSS	True	True	True	False	True	True	Epstein-Barr Virus-Related Burkitt s Lymphoma	Maxilla	Male	Black	Unknown	ACH-000654	909262	RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
181023_e0022_p02_8876_1_s_m04_1	P02	8876	No	2018-10-23	M04	1	A549	Non-Small Cell Lung Carcinoma	Lung	SIDM00903	Adherent	MSS	True	True	True	True	True	True	Lung Adenocarcinoma	Unknown	Male	White	Unknown	ACH-000681	905949	A549_LUNG
181023_e0022_p02_6833_3_s_m04_1	P02	6833	No	2018-10-23	M04	3	TGBC11TKB	Gastric Carcinoma	Stomach	SIDM00251	Adherent	MSI	True	True	True	False	True	True	Gastric Carcinoma	Lymph Node	Female	East Asian	Unknown	ACH-000949	909770	TGBC11TKB_STOMACH
181023_e0022_p02_2015_1_s_m04_1	P02	2015	No	2018-10-23	M04	1	Raji	Burkitt's Lymphoma	Haematopoietic and Lymphoid	SIDM00844	Suspension	MSS	True	True	True	False	True	True	Epstein-Barr Virus-Related Burkitt s Lymphoma	Maxilla	Male	Black	Unknown	ACH-000654	909262	RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
181023_e0022_p02_6833_2_s_m04_1	P02	6833	No	2018-10-23	M04	2	TGBC11TKB	Gastric Carcinoma	Stomach	SIDM00251	Adherent	MSI	True	True	True	False	True	True	Gastric Carcinoma	Lymph Node	Female	East Asian	Unknown	ACH-000949	909770	TGBC11TKB_STOMACH
181025_e0022_p02_hek_h002_qc_s_m04_1	P02	HEK H002	No	2018-10-25	M04	1	Control_HEK293T_std_H002	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T
181025_e0022_p02_2412_2_s_m04_1	P02	2412	No	2018-10-25	M04	2	JVM-3	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM01012	Suspension	MSS	True	True	True	False	True	True	B-Cell Prolymphocytic Leukemia	Peripheral blood	Male	Unknown	Unknown	ACH-000346	907270	JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
181025_e0022_p02_3344_2_s_m04_1	P02	3344	No	2018-10-25	M04	2	BL-41	Burkitt's Lymphoma	Haematopoietic and Lymphoid	SIDM00985	Suspension	MSS	True	True	True	False	True	True	Burkitt's Lymphoma	Unknown	Male	White	Unknown	ACH-000245	910706	BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
181025_e0022_p02_2274_1_s_m04_1	P02	2274	No	2018-10-25	M04	1	WM1552C	Melanoma	Skin	SIDM00976	Adherent	MSS	True	True	True	False	True	True	Melanoma	Unknown	Male	Unknown	Unknown	ACH-002205	1299078	WM1552C_SKIN
181025_e0022_p02_2412_3_s_m04_1	P02	2412	No	2018-10-25	M04	3	JVM-3	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM01012	Suspension	MSS	True	True	True	False	True	True	B-Cell Prolymphocytic Leukemia	Peripheral blood	Male	Unknown	Unknown	ACH-000346	907270	JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
